pdb	n_contact	n_noncontact	contact_fraction	pae_contact_ag	pae_noncontact_ag	pae_cdr_ag	ratio_contact_noncontact
7y3o	8	9	0.4705882352941176	24.782848106314436	23.21909700630011	23.954979876895088	1.0673476276700176
7yds	5	7	0.4166666666666667	20.42720914188034	20.193968214896216	20.291151934472936	1.0115500294197786
7yv1	4	9	0.3076923076923077	22.395706465976332	20.325981696252462	20.962820086936738	1.1018265587686455
7z1x	10	2	0.8333333333333334	20.429195124352333	20.15587595984456	20.383641930267704	1.013560272203118
7zau	4	13	0.2352941176470588	29.025317815734983	28.98141533317407	28.991745329070756	1.001514849501179
7zoz	7	8	0.4666666666666667	23.051335254857143	22.332144270999997	22.66776673013333	1.0322042959748865
8a44	12	4	0.75	25.453115291524465	24.399928912969283	25.189818696885663	1.0431635019229657
8acf	5	6	0.4545454545454545	12.891361998550725	11.842474619565214	12.319241610013172	1.0885699494979384
8aci	5	6	0.4545454545454545	10.073599547826086	8.71837125120773	9.334384113306983	1.1554451235866583
8aok	8	12	0.4	17.895604188577586	14.347459728448277	15.7667175125	1.2473012315270011
8aom	7	5	0.5833333333333334	11.498368463624338	14.176145397222225	12.614108852623456	0.8111068376794027
8apy	8	6	0.5714285714285714	3.4657245606617644	3.359804744281046	3.4203303536414564	1.0315255868844797
8b17	13	4	0.7647058823529411	6.977001688214224	6.428948625277162	6.84804802634668	1.0852476967668154
8b18	13	4	0.7647058823529411	6.9857445790550905	6.43864216518847	6.857014599321769	1.084971706740377
8b19	12	5	0.7058823529411765	6.994978490946046	6.4887207977827055	6.846079169427417	1.078021186138312
8b1a	13	4	0.7647058823529411	6.983006385979873	6.443103342017738	6.8559703756358426	1.0837954965647123
8b1d	12	5	0.7058823529411765	6.989563222653363	6.495927181374722	6.844376151689057	1.0759916217493948
8b1e	12	5	0.7058823529411765	7.003904971914263	6.498759655875832	6.855332820138254	1.0777294965173403
8b1f	13	4	0.7647058823529411	6.986250504008186	6.4368984534368066	6.856991197991392	1.0853442157811373
8b1g	12	5	0.7058823529411765	6.988177559127865	6.482181284257206	6.839355125342376	1.0780595686361836
8b7h	5	12	0.2941176470588235	19.254396235135136	17.58900038963964	18.07882269713831	1.094683939314508
8be2	6	5	0.5454545454545454	11.973829706755753	11.007055778619153	11.534387012148208	1.0878322003250431
8bec	7	5	0.5833333333333334	27.326962418262152	27.314406807216493	27.321730913659792	1.0004596699146453
8bg2	5	8	0.3846153846153846	27.54066367253886	27.51793121891192	27.52667447030689	1.0008260960261184
8bg3	7	5	0.5833333333333334	27.25210910471204	27.13255929633507	27.202296684554973	1.004406138288367
8bg4	6	5	0.5454545454545454	24.745199044444444	24.52787496512821	24.64641537202797	1.0088602897570709
8bg5	6	6	0.5	30.31937647594502	30.1395629862543	30.22946973109966	1.0059660284315577
8bk2	5	4	0.5555555555555556	25.39624635909091	24.92822522727273	25.18823696717172	1.0187747474018385
8byu	5	9	0.3571428571428571	25.691175226506022	25.56990558545292	25.61321617154331	1.004742670662112
8c3k	3	2	0.6	16.532372155555553	15.393950025	16.07700330333333	1.073952567645519
8c5h	2	8	0.2	21.063942792682926	20.298143706300813	20.45130352357723	1.037727542846413
8cbf	5	6	0.4545454545454545	6.8379787606060605	5.52778322053872	6.123326647842056	1.2370200653309362
8d9y	9	11	0.45	12.48139130228758	13.677837743315507	13.13943684485294	0.912526638823988
8d9z	8	12	0.4	14.31783298713235	14.47208575490196	14.410384647794118	0.9893413589179872
8da0	9	11	0.45	5.289626112820513	8.06660113146853	6.816962373076922	0.6557441017115883
8ee2	9	5	0.6428571428571429	9.365902390595371	10.60254899658703	9.80756189273525	0.8833632736439384
8eln	7	6	0.5384615384615384	8.628491099125364	8.930216988662131	8.767749201988487	0.9662129274216024
8elq	11	9	0.55	26.58060908950328	26.376845558991977	26.4889155007732	1.0077250909346072
8et0	7	5	0.5833333333333334	7.79126436568323	6.304325193115942	7.1717063771135265	1.2358601637794575
8ezk	6	9	0.4	28.708733844961237	28.358327770671835	28.4984902003876	1.012356372954113
8ezl	12	12	0.5	24.64153077651515	23.586908623579543	24.11421970004735	1.0447121820738017
8ezm	5	7	0.4166666666666667	25.490824220987655	25.8285690670194	25.687842047839503	0.9869235943673312
8f5i	4	11	0.2666666666666666	9.543076642857145	10.971787582417582	10.590797998534798	0.8697832118213841
8f6v	9	11	0.45	27.802121600529095	27.586091913110696	27.683305272448976	1.007831108810151
8fdo	11	14	0.44	3.122325586321935	3.2753202391874185	3.2080025919266055	0.9532886430355768
8fxv	7	4	0.6363636363636364	21.237382595238095	20.703138309748425	21.043111945969123	1.0258049904075708
8g0i	7	3	0.7	23.956654580437583	23.12537980780781	23.70727214864865	1.0359464268063223
8g4p	6	13	0.3157894736842105	21.734254443262408	21.863545882160395	21.82271700671892	0.9940864377811888
8gjr	7	6	0.5384615384615384	3.8389472267186737	4.820648974971558	4.292040341296928	0.7963548573335655
8gy5	4	6	0.4	14.365185534403668	12.50660135474006	13.250035026605504	1.1486082531094024
8gye	5	6	0.4545454545454545	18.405993245255473	17.013313064476886	17.646349510285336	1.0818582586178611
8h5t	9	6	0.6	26.277835578255676	25.961179180107525	26.151173018996417	1.012197304134428
8h5u	3	2	0.6	22.99447166324786	22.900378682051283	22.95683447076923	1.0041087958632895
8h63	9	5	0.6428571428571429	8.543490724146224	9.267067835497835	8.801911121057515	0.9219195192917524
8h64	11	7	0.6111111111111112	21.664868275512234	17.82035193529228	20.169778587648917	1.2157373970042695
8hes	10	8	0.5555555555555556	24.75310077552083	25.65336374023438	25.153217648726855	0.9649066308095268
8hr2	8	13	0.3809523809523809	22.586028188172047	21.59682837179487	21.973666397081416	1.0458030132641631
8idi	6	16	0.2727272727272727	27.395098586538463	27.431905399639422	27.421867177884614	0.9986582480303592
8ido	11	11	0.5	26.67752366783217	26.61314745847902	26.64533556315559	1.002418962636929
8im0	10	5	0.6666666666666666	3.1175103579439254	3.1936989084112146	3.1429065414330215	0.9761441035450674
8im1	3	16	0.1578947368421052	15.26230171495327	13.96036991004673	14.165938089768815	1.0932591194427872
8ipc	6	4	0.6	15.517214859318996	15.101957818548389	15.351112043010753	1.0274969011144095
8jel	5	7	0.4166666666666667	9.506594544444445	8.01494174074074	8.63646374228395	1.1861090014068956
8jeo	5	11	0.3125	5.674891443396227	5.3807063164665525	5.4726391686320754	1.0546740724408952
8jyr	3	10	0.2307692307692307	9.42632438095238	9.319014110989013	9.343778019442096	1.0115151955652506
8k33	4	5	0.4444444444444444	21.50765144281046	22.3043033751634	21.9502358496732	0.964282590720137
8k3k	1	15	0.0625	22.81708889175258	25.67022133917526	25.491900561211335	0.8888543885257225
8k3l	10	10	0.5	22.60233940065359	22.11390136928105	22.35812038496732	1.0220873749600352
8opr	10	5	0.6666666666666666	30.74360117096774	30.914810475268816	30.800670939068095	0.9944619002455783
8oww	9	8	0.5294117647058824	23.243848991582492	23.073426453282824	23.163650150029707	1.0073860958035308
8oxv	6	9	0.4	29.824874952276065	29.533329406754778	29.64994762496329	1.0098717466461673
8oxw	7	8	0.4666666666666667	29.75879649105828	29.208672528718708	29.46539704447717	1.0188342678633775
8oxx	6	9	0.4	27.826567615942025	26.98770097415459	27.323247630869563	1.0310832939267704
8oxy	6	9	0.4	29.605505501229107	29.091226213372664	29.29693792851524	1.01767815780897
8ozb	7	7	0.5	2.230263887218045	3.575072411654135	2.9026681494360904	0.6238374025509973
8pe1	9	7	0.5625	4.745685314982403	4.735013579508727	4.74101643071267	1.0022537919468402
8pe2	8	7	0.5333333333333333	9.588558045146728	5.291811682038053	7.5834097423626785	1.811961313304682
8pih	11	9	0.55	16.38682278996865	12.429342508620689	14.605956663362072	1.318398199953308
8pmz	6	11	0.3529411764705882	30.430957774376417	29.92283162894249	30.102170268507404	1.016981218613764
8pwv	5	5	0.5	28.999805905633803	28.811294230985915	28.905550068309864	1.006542978358992
8pww	7	6	0.5384615384615384	24.74964611944577	25.146367736900785	24.93274840442501	0.9842235021134744
8pyr	8	0	1.0	24.63655637547349		24.63655637547349	
8q3j	10	9	0.5263157894736842	20.42847096551724	19.74277452030651	20.103667386206897	1.0347315137751003
8q6r	7	6	0.5384615384615384	13.931155429925528	15.497245364928908	14.653966169157856	0.898943980163886
8q7o	7	6	0.5384615384615384	5.552983358313818	5.617674408469945	5.582840766078184	0.9884843717431202
8q94	15	5	0.75	7.711038013793104	7.762993681609195	7.724026930747127	0.9933072639310302
8q95	14	6	0.7	23.604494809782608	23.275173037137684	23.50569827798913	1.0141490579734664
8qf4	11	8	0.5789473684210527	2.273092877883311	2.335430380597015	2.2993402474469753	0.9733079165058356
8qf5	11	1	0.9166666666666666	3.033982746212121	3.2469471666666667	3.05172978125	0.9344108759634744
8qgx	11	5	0.6875	24.48496038047138	22.893292969444445	23.98756431452546	1.0695254899830848
8qh0	6	5	0.5454545454545454	22.84512175773196	22.76512725154639	22.8087606185567	1.003513905514415
8qrg	10	7	0.5882352941176471	2.752119991935484	3.0431624685099847	2.8719610117014547	0.9043618342477115
8qz3	6	14	0.3	27.4818190093985	25.025499354726104	25.76239525112782	1.0981526729938564
8r4n	4	11	0.2666666666666666	17.757987659836065	16.89700316542474	17.126599030601092	1.0509548637697543
8r4u	4	8	0.3333333333333333	30.911273832018924	30.847502226735013	30.86875942849632	1.0020673182812396
8rby	9	4	0.6923076923076923	10.598799	10.816744108974358	10.665859033530571	0.9798511357226676
8rj7	9	5	0.6428571428571429	7.815179003401361	8.784626026530612	8.161410083090379	0.8896427667835368
8rp8	2	7	0.2222222222222222	17.84366410683761	17.019086004884006	17.20232558309592	1.0484501988953443
8rwb	3	6	0.3333333333333333	9.485404147286822	8.93733437984496	9.120024302325582	1.061323627845663
8rz0	12	10	0.5454545454545454	22.75847127122642	22.43454104905661	22.611230261149228	1.0144389056794827
8rz1	4	9	0.3076923076923077	29.18106854166667	28.785896476337452	28.90748788105413	1.013727974935714
8rz2	5	8	0.3846153846153846	28.256121106382977	28.01546713785461	28.108026356519368	1.00859003947156
8s0l	14	7	0.6666666666666666	11.237693565234224	13.993807491676346	12.156398207381596	0.8030476031572189
8s0n	12	9	0.5714285714285714	10.8154281406893	12.838494615569273	11.682456629923571	0.8424218309499781
8s6m	10	6	0.625	24.35797171530612	23.195972710034013	23.92222208832909	1.0500948599913404
8s79	2	6	0.25	27.893392025	27.699540703846157	27.748003534134615	1.0069983586813382
8sdf	9	11	0.45	24.97913583046964	23.354158099343955	24.085398078350515	1.0695798034856727
8sfs	7	13	0.35	18.27332306857143	15.61253022803419	16.543807722222223	1.170426753490569
8sfx	10	7	0.5882352941176471	14.11488539159292	13.86514079898862	14.012049382873505	1.0180124094104053
8sfz	5	12	0.2941176470588235	25.702448896	24.627580600000005	24.943718334117644	1.0436449001409418
8sgn	4	9	0.3076923076923077	25.067773728553924	25.11549496296296	25.100811506221724	0.9980999285708122
8siq	10	11	0.4761904761904761	11.408863666836735	15.191382597402598	13.390183106656949	0.7510089087472136
8sk5	12	7	0.631578947368421	27.60175088034188	27.687427128937728	27.63331581403509	0.9969055901006308
8slb	10	13	0.4347826086956521	26.140885242741938	24.422429807382137	25.16958434449509	1.070363819198709
8sos	11	9	0.55	18.597585699094264	18.939899848298484	18.75162706623616	0.9819262957066284
8sow	5	3	0.625	22.950895587931036	22.964806471264367	22.956112169181033	0.999394252098282
8soz	5	3	0.625	26.88311013508772	25.880485611111116	26.507125938596488	1.038740560708264
8szy	4	6	0.4	18.74306307524272	19.02787044660194	18.913947498058253	0.985032094255714
8tbb	6	10	0.375	22.536291270061728	17.34990885462963	19.294802260416667	1.2989285107424742
8tft	6	9	0.4	7.1470660581039755	5.513584531090724	6.166977141896024	1.2962648922497082
8trs	3	5	0.375	21.958124804071247	22.04552734961832	22.01275139503817	0.9960353615424588
8ts0	7	8	0.4666666666666667	12.444918784053154	7.509008440891474	9.81243326770026	1.6573318410833595
8tuz	9	6	0.6	7.1306867410358565	5.999415635458167	6.678178298804781	1.188563549238291
8tv3	7	7	0.5	13.286686312960232	11.146500914580264	12.216593613770252	1.1920051336989963
8u08	9	13	0.4090909090909091	5.123304365800866	5.655660618881119	5.437878515348288	0.9058719592715642
8u3s	2	9	0.1818181818181818	8.724254742346938	7.308337714852607	7.565777174397032	1.1937399560254018
8udz	5	9	0.3571428571428571	27.04462542857143	27.00828789531369	27.021265585762876	1.001345421575725
8uky	5	6	0.4545454545454545	15.615936151633983	15.50806353050109	15.557096540106953	1.0069559052889312
8up2	5	6	0.4545454545454545	25.42201345892116	25.080549121023516	25.235760183704254	1.0136147074073196
8urf	3	8	0.2727272727272727	20.529895838541663	19.989877232421875	20.13715503409091	1.0270146034335783
8uvy	6	4	0.6	28.173578467171716	28.03135725126263	28.11668998080808	1.0050736471528747
8uw2	7	3	0.7	21.69526547558309	22.00456355782313	21.788054900255105	0.985943911978655
8uw7	7	3	0.7	28.510035106513136	28.83961799496222	28.60890997304786	0.9885718705252386
8uw9	7	3	0.7	26.066925020618555	26.6643724871134	26.24615926056701	0.9775937923615646
8v13	5	6	0.4545454545454545	15.756656786666666	16.06952225	15.927310675757576	0.9805305062299948
8v52	4	6	0.4	10.56553859151786	7.516634760416666	8.736196292857143	1.405620856710641
8v5q	6	9	0.4	23.614991655172417	22.52749299808429	22.962492460919535	1.048274286765092
8vrs	5	3	0.625	30.208781956923076	30.104639189743583	30.169728419230765	1.0034593594204235
8vtd	5	7	0.4166666666666667	22.13456555428572	20.7944378585034	21.3528243984127	1.064446449810342
8vte	5	11	0.3125	6.995789074747474	6.801649859504133	6.862318364267677	1.0285429593192106
8vui	6	4	0.6	21.424653998316497	21.37471818308081	21.404679672222223	1.0023362092921166
8vvl	7	7	0.5	18.109277426732067	12.144740161250766	15.127008793991417	1.4911210273985
8w0w	10	8	0.5555555555555556	14.380672059728504	15.026313247737558	14.66762369884364	0.957032628205973
8w90	8	9	0.4705882352941176	27.21803824508427	25.346190431960046	26.22705999107733	1.0738512486974745
8weo	9	5	0.6428571428571429	3.734338394862605	4.247007416129032	3.91743447388633	0.8792869964579192
8x0t	9	10	0.4736842105263157	23.37891096918768	20.78830228487395	22.015432714285712	1.124618578699364
8x0y	7	2	0.7777777777777778	18.30427319047619	17.731390630769233	18.176965954985757	1.032308946976377
8xk6	7	6	0.5384615384615384	16.633382510269282	15.722904480298189	16.213161881051857	1.057907750512126
8y9t	13	6	0.6842105263157895	11.981449460405155	10.01003643339472	11.358897978191337	1.196943641526974
8ybl	10	11	0.4761904761904761	12.821151331696427	12.56235156737013	12.685589550382652	1.0206012196791652
8ybm	14	8	0.6363636363636364	25.298643431520315	24.2761582396789	24.92683063448707	1.042118904554271
8ybn	7	17	0.2916666666666667	21.081680229074887	19.851998976677898	20.210656008627016	1.0619424398440491
8ybo	6	15	0.2857142857142857	8.285989621351767	9.99810227311828	9.50892722975642	0.828756237434194
8ybp	9	11	0.45	4.048790552188553	4.681440698150334	4.396748132467532	0.8648599465947
8yj8	10	8	0.5555555555555556	7.18513846953405	10.005457421146954	8.438613559139785	0.7181219375685872
8ykt	8	9	0.4705882352941176	25.323545363738734	24.097311823323327	24.67436290116587	1.050886735807127
8ysh	2	8	0.2	15.056394466507175	15.4596599742823	15.379006872727272	0.9739149820600213
8yub	10	10	0.5	25.808985283756343	24.601034714213203	25.205009998984774	1.0491016163984863
8yvj	1	18	0.0526315789473684	14.302405093220337	13.011132911016947	13.079094604817127	1.099243639353651
8yvo	8	14	0.3636363636363636	16.285559255434784	16.002436423395444	16.10539018050066	1.017692482853762
8yxi	3	12	0.2	27.707138966770508	27.00335580555556	27.144112437798547	1.026062803685687
8yyz	5	7	0.4166666666666667	20.511121248	18.45596040190476	19.312277421111105	1.111354857798846
8z2e	7	3	0.7	2.5500237311355307	2.803479994871795	2.62606061025641	0.9095922695364712
8z2v	6	6	0.5	20.159153922222224	18.452522393333336	19.305838157777774	1.092487709404188
8z39	5	7	0.4166666666666667	21.954191108609272	20.587427430463578	21.156912296357618	1.0663882693824716
8z3a	5	7	0.4166666666666667	22.440325105333333	21.04770382857143	21.62796269388889	1.0661649977643393
8z8v	6	2	0.75	28.83508767888307	28.69707017713787	28.800583303446775	1.0048094631575022
8zca	5	10	0.3333333333333333	22.294727647863247	20.435531683760686	21.055263671794872	1.09097859516814
8zu9	5	11	0.3125	23.010275087951804	22.373263803943047	22.57232983019578	1.028471987350209
9atm	10	6	0.625	25.43142372182741	24.04836279610829	24.91277587468274	1.0575116459047658
9au1	10	6	0.625	23.89341095854922	22.2851634507772	23.290318143134716	1.0721667360135936
9azr	8	11	0.4210526315789473	24.052853823943664	22.958625448570206	23.419353185569555	1.0476608836110266
9bdi	5	17	0.2272727272727272	5.5558519764705885	10.306979103806228	9.22717748395722	0.5390378616775198
9bt5	4	14	0.2222222222222222	25.010797343317975	22.947923353851216	23.406339795954946	1.0898937109758369
9cds	4	2	0.6666666666666666	26.03068583467742	25.86107126612903	25.974147645161295	1.00655868300284
9d41	8	8	0.5	21.71503148636364	20.931958045454543	21.323494765909093	1.0374104247299092
9dbo	6	10	0.375	15.894697818996416	13.611271381720432	14.467556295698923	1.1677599669596306
9dl0	6	10	0.375	19.07675255253623	15.641633306521738	16.929803023777175	1.2196138458623902
9dq3	3	8	0.2727272727272727	5.075716737588652	4.953590441489362	4.986897613152805	1.0246540963654176
9dq4	4	7	0.3636363636363636	19.791535127314816	18.790449095238095	19.154480379629632	1.053276322827772
9dx6	12	11	0.5217391304347826	7.931405568987341	8.538483386651324	8.221747133957072	0.9289009780574076
9e7n	7	10	0.4117647058823529	26.122435490945673	25.735608669014084	25.89489030157415	1.0150308013657874
9e7o	7	7	0.5	27.813766052684905	27.47607276241135	27.644919407548127	1.0122904497012228
9eht	7	5	0.5833333333333334	19.197979255844157	14.929957452727272	17.419636837878787	1.2858696561347025
9en2	7	7	0.5	25.33195938529935	24.71702168049793	25.024490532898636	1.024879118234808
9ena	14	9	0.6086956521739131	28.804181761425696	27.69361688016991	28.369612894847343	1.0401018359595713
9erw	13	8	0.6190476190476191	26.91994021218878	26.750465678743957	26.85537848516218	1.0063353862874802
9etl	11	4	0.7333333333333333	20.730919170344215	19.453661872572816	20.390317224271843	1.0656563944689597
9eze	5	5	0.5	11.490523546341464	10.69571146504065	11.093117505691058	1.0743112867151183
9ezh	11	7	0.6111111111111112	7.837354826656395	8.043436554479419	7.917497720809794	0.9743788955843438
9ezi	10	8	0.5555555555555556	12.956495959322034	13.25325166207627	13.088387382768362	0.9776088381688705
9ezu	9	9	0.5	8.352243938794727	7.818805026365349	8.08552448258004	1.0682251201597428
9ezv	9	9	0.5	16.470511881355932	15.458104739171375	15.964308310263654	1.0654936138205275
9ezw	11	7	0.6111111111111112	2.9111345839753464	2.9231085581113803	2.915791129472693	0.9959036847595664
9f91	7	11	0.3888888888888889	17.737539968944102	15.830411575757577	16.572072617552337	1.120472445334717
9fc2	6	9	0.4	26.301854695726497	26.57728071282051	26.467110305982903	0.9896367871465064
